heartrate,watts
123,102.0
123,129.0
123,134.0
123,2.0
124,2.0
124,2.0
124,85.0
125,124.0
124,116.0
124,31.0
125,118.0
125,173.0
126,144.0
126,133.0
127,126.0
127,126.0
127,114.0
127,123.0
127,127.0
127,136.0
127,154.0
127,144.0
127,135.0
128,123.0
128,124.0
128,118.0
128,145.0
127,20.0
126,20.0
125,49.0
124,10.0
123,10.0
123,0.0
123,0.0
122,0.0
122,0.0
121,1.0
120,58.0
119,163.0
119,172.0
118,130.0
118,132.0
117,147.0
116,151.0
116,141.0
116,176.0
116,136.0
117,128.0
117,126.0
117,118.0
118,117.0
119,184.0
119,168.0
119,131.0
120,104.0
119,113.0
119,121.0
118,118.0
118,154.0
119,171.0
120,172.0
120,158.0
121,171.0
121,174.0
122,173.0
122,170.0
122,178.0
122,181.0
121,173.0
122,172.0
123,177.0
123,102.0
123,0.0
123,0.0
122,0.0
122,0.0
120,0.0
119,0.0
118,101.0
118,305.0
119,106.0
119,132.0
120,210.0
120,147.0
119,142.0
119,125.0
118,86.0
117,45.0
116,0.0
116,0.0
116,0.0
116,0.0
117,0.0
117,0.0
116,0.0
93,
94,199.0
98,236.0
99,250.0
101,208.0
103,224.0
106,201.0
107,217.0
109,34.0
110,160.0
111,0.0
112,0.0
112,0.0
111,0.0
110,0.0
110,0.0
111,0.0
111,0.0
111,0.0
110,0.0
109,0.0
109,0.0
107,0.0
105,0.0
104,0.0
104,0.0
104,132.0
106,199.0
106,218.0
107,207.0
108,189.0
109,189.0
110,135.0
110,147.0
111,126.0
112,0.0
112,0.0
112,0.0
111,0.0
110,0.0
110,0.0
111,0.0
111,0.0
111,0.0
110,0.0
109,0.0
108,0.0
106,0.0
106,0.0
105,0.0
103,5.0
104,93.0
104,102.0
104,0.0
103,0.0
102,0.0
101,0.0
100,0.0
98,0.0
97,0.0
95,0.0
95,0.0
94,0.0
94,0.0
94,3.0
96,120.0
96,120.0
97,135.0
97,159.0
97,120.0
97,120.0
96,96.0
96,185.0
96,172.0
97,186.0
99,222.0
101,71.0
102,102.0
104,167.0
106,281.0
108,243.0
109,193.0
110,179.0
112,106.0
113,0.0
113,0.0
113,0.0
113,0.0
113,2.0
114,109.0
114,109.0
115,178.0
115,245.0
116,248.0
116,375.0
116,200.0
116,0.0
115,0.0
114,0.0
113,12.0
113,179.0
113,170.0
113,175.0
112,186.0
112,209.0
113,213.0
114,193.0
114,197.0
115,201.0
116,165.0
117,132.0
118,117.0
118,90.0
119,0.0
119,0.0
119,0.0
119,107.0
120,167.0
120,137.0
121,145.0
121,144.0
122,136.0
122,160.0
122,160.0
123,168.0
123,141.0
123,154.0
124,162.0
124,165.0
124,174.0
125,132.0
125,151.0
126,142.0
126,148.0
125,140.0
125,136.0
124,153.0
124,169.0
124,141.0
124,140.0
124,125.0
125,129.0
125,119.0
125,139.0
125,175.0
126,153.0
125,158.0
125,160.0
125,167.0
125,150.0
125,157.0
125,161.0
125,146.0
125,137.0
125,154.0
125,163.0
125,162.0
125,138.0
125,179.0
125,156.0
126,138.0
126,124.0
126,102.0
126,0.0
126,0.0
126,0.0
125,0.0
125,3.0
126,159.0
126,213.0
126,224.0
126,197.0
126,136.0
126,222.0
126,186.0
125,4.0
123,4.0
121,4.0
120,151.0
120,151.0
121,183.0
121,112.0
120,40.0
120,40.0
119,40.0
120,223.0
120,297.0
120,286.0
120,297.0
121,249.0
121,217.0
122,133.0
123,165.0
124,193.0
124,130.0
124,208.0
124,257.0
125,270.0
125,243.0
126,185.0
126,135.0
127,154.0
127,204.0
128,213.0
128,183.0
128,172.0
128,163.0
128,166.0
129,180.0
129,209.0
130,198.0
130,210.0
130,178.0
