heartrate,watts
111,0
109,200
109,165
108,173
106,147
106,159
105,149
106,150
106,151
106,151
107,151
108,158
109,154
109,151
110,151
111,148
110,146
110,151
110,149
109,152
110,149
111,147
111,149
112,146
112,150
114,150
114,150
116,151
117,149
118,151
118,152
119,153
119,166
120,150
120,150
121,150
122,151
122,149
123,150
123,149
124,149
124,150
124,151
123,149
123,152
123,147
122,143
122,146
122,150
123,150
123,151
123,150
123,151
124,149
124,151
124,152
125,150
125,150
125,150
125,151
126,150
127,150
127,149
127,147
126,149
126,151
125,152
124,155
123,149
123,150
122,150
122,148
121,148
121,150
121,147
121,150
121,156
121,155
122,155
121,154
121,155
121,155
121,155
120,154
120,156
120,154
120,154
121,155
120,156
121,155
121,156
121,157
121,155
120,159
120,155
120,155
121,143
122,157
122,159
123,154
123,154
123,156
123,155
123,155
122,156
122,157
121,155
121,155
121,148
121,155
121,156
121,155
121,156
120,156
120,154
120,156
120,155
120,156
120,154
120,155
118,155
117,156
117,156
116,154
116,151
116,154
117,155
117,155
117,148
117,155
118,153
119,152
119,155
120,156
120,156
120,156
121,156
120,156
120,154
120,156
120,155
120,156
119,156
119,157
119,154
119,151
119,157
119,156
119,156
119,154
120,155
119,155
119,156
118,160
117,151
117,157
116,157
116,156
117,152
116,161
117,156
117,154
118,155
118,156
118,152
118,158
119,152
119,155
119,153
119,155
119,154
119,155
119,154
118,156
118,155
118,154
118,156
117,156
118,149
118,153
118,156
119,156
119,156
120,153
120,155
120,148
120,156
120,154
119,154
119,154
119,154
118,154
118,151
118,156
118,156
119,154
119,154
119,155
119,156
119,153
119,154
120,154
120,155
120,157
120,156
120,155
120,155
120,155
120,155
121,156
122,154
122,154
122,155
122,154
122,155
122,155
122,152
121,154
121,154
120,155
119,155
119,156
119,156
117,155
117,154
116,156
117,161
117,160
117,160
118,162
119,160
119,159
119,159
119,160
119,157
119,161
119,160
119,160
119,159
119,161
119,162
119,160
119,161
119,160
120,160
120,161
120,157
120,159
120,162
120,162
120,160
120,160
120,160
120,160
120,163
120,160
120,161
121,161
120,161
121,161
121,160
121,160
121,159
122,160
121,162
122,156
122,162
123,160
123,159
123,160
123,161
123,156
123,161
123,156
123,160
123,159
123,159
122,160
122,159
122,162
122,162
122,162
123,159
123,160
123,159
124,159
124,160
124,162
124,156
124,161
124,160
124,161
124,161
124,156
124,159
123,159
124,160
123,159
123,160
123,159
123,161
123,160
123,160
123,161
123,160
123,160
123,158
122,162
122,160
122,161
122,159
122,161
123,160
123,161
123,160
124,161
127,159
128,160
129,159
130,159
130,160
130,160
130,161
129,154
129,155
128,160
126,162
125,165
125,160
124,161
124,160
124,161
124,161
125,161
124,157
125,160
125,160
125,161
124,159
124,160
124,161
124,160
124,160
124,161
123,161
123,159
123,159
123,161
123,160
123,159
123,159
124,159
125,159
125,159
125,160
126,161
126,159
126,160
126,160
127,161
126,160
126,159
126,160
125,159
126,160
125,160
125,156
125,160
125,159
124,161
124,161
124,160
124,156
124,161
123,160
123,160
123,166
124,163
124,165
124,165
124,167
124,166
125,160
124,165
125,165
124,164
122,165
122,165
122,165
122,166
122,165
122,165
122,164
122,166
123,166
124,165
124,161
124,164
123,165
