,heartrate,watts
552,128,178
553,127,184
554,127,186
555,128,184
556,128,185
557,128,183
558,129,182
559,130,189
560,131,188
561,130,184
562,130,187
563,130,189
564,130,187
565,130,182
566,129,189
567,129,189
568,129,187
569,129,183
570,129,180
571,129,185
572,130,185
573,130,182
574,130,190
575,130,188
576,129,182
577,129,184
578,128,188
579,128,182
580,129,188
581,129,189
582,129,187
583,130,192
584,131,181
585,132,180
586,132,181
587,133,188
588,133,182
589,133,190
590,133,189
591,132,185
592,132,185
593,132,185
594,132,182
595,132,176
596,132,183
597,131,183
598,131,190
599,131,186
600,132,188
601,132,180
602,132,182
603,132,186
604,132,181
605,132,182
606,132,184
607,132,186
608,132,183
609,133,183
610,133,187
611,133,180
612,132,188
613,132,180
614,132,182
615,131,183
616,130,180
617,131,181
618,131,183
619,131,188
620,131,187
621,131,181
622,132,182
623,132,179
624,132,179
625,132,180
626,132,190
627,132,182
628,132,182
629,131,182
630,130,191
631,130,182
632,130,182
633,130,184
634,130,181
635,130,181
636,131,181
637,131,180
638,131,183
639,131,183
640,131,181
641,132,190
642,132,183
643,132,181
644,132,186
645,132,184
646,132,189
647,132,181
648,133,180
649,132,180
650,133,182
651,132,179
652,132,177
653,132,181
654,132,179
655,132,179
656,131,192
657,131,183
658,132,180
659,132,182
660,132,177
661,132,194
662,132,180
663,132,185
664,132,182
665,132,183
666,132,180
667,132,182
668,132,188
669,133,181
670,133,190
671,133,187
672,134,180
673,134,187
674,134,179
675,134,181
676,135,190
677,134,181
678,134,178
679,133,184
680,133,190
681,133,183
682,132,182
683,132,189
684,132,182
685,132,188
686,132,186
687,133,184
688,133,184
689,133,183
690,134,179
691,134,180
692,134,181
693,133,189
694,133,180
695,132,182
696,132,183
697,132,181
698,131,189
699,131,181
700,131,188
701,130,188
702,130,179
703,130,191
704,130,180
705,129,181
706,129,186
707,129,182
708,130,185
709,130,185
710,130,190
711,131,184
712,131,185
713,131,186
714,131,190
715,132,188
716,132,184
717,132,187
718,132,182
719,131,186
720,131,182
721,131,187
722,131,189
723,131,187
724,130,190
725,130,184
726,130,188
727,130,189
728,130,184
729,129,197
730,129,189
731,129,184
732,129,185
733,129,186
734,129,190
735,129,182
736,129,183
737,130,191
738,130,190
739,130,195
740,131,182
741,131,190
742,131,177
743,132,182
744,132,182
745,132,182
746,132,180
747,132,184
748,132,181
749,132,181
750,133,186
751,133,183
752,134,179
753,134,184
754,134,181
755,134,181
756,134,182
757,134,179
758,134,179
759,135,183
760,135,183
761,135,178
762,135,182
763,135,189
764,135,180
765,134,179
766,134,187
767,134,181
768,134,181
769,134,184
770,134,188
771,133,181
772,132,186
773,132,191
774,132,189
775,133,179
776,132,188
777,133,192
778,133,187
779,133,190
780,132,179
781,132,179
782,132,191
783,132,189
784,132,186
785,133,189
786,134,192
787,134,190
788,134,180
789,133,189
790,133,180
791,133,186
792,133,182
793,133,188
794,134,180
795,134,191
796,133,181
797,133,183
798,133,192
799,132,181
800,132,181
801,132,181
802,133,181
803,133,191
804,133,182
805,133,179
806,133,180
807,133,183
808,133,181
809,133,182
810,134,179
811,134,188
812,133,191
813,133,180
814,133,181
815,133,190
816,133,181
817,132,178
818,131,191
819,132,190
820,132,178
821,132,189
822,132,180
823,132,188
824,133,188
825,133,180
826,133,190
827,133,189
828,132,192
829,131,190
830,131,180
831,130,197
832,130,192
833,130,177
834,129,189
835,129,180
836,129,189
837,129,194
838,129,181
839,129,178
840,129,189
841,129,179
842,129,179
843,130,179
844,130,183
845,130,181
846,131,180
847,131,186
848,131,0
849,132,57
850,132,262
851,132,209
852,131,197
853,131,179
854,130,191
855,130,188
856,130,186
857,130,179
858,131,188
859,131,178
860,130,194
861,130,180
862,130,181
863,130,178
864,131,182
865,132,191
866,133,175
867,133,181
868,132,181
869,132,182
870,132,181
871,132,181
872,131,180
873,131,175
874,131,179
875,130,191
876,130,180
877,130,181
878,130,190
879,130,190
880,130,188
881,130,181
882,131,181
883,131,192
884,131,191
885,131,183
886,131,190
887,131,185
888,131,182
889,131,179
890,131,189
891,130,188
892,130,190
893,130,187
894,130,191
895,130,188
896,129,190
897,129,191
898,129,192
899,130,74
900,130,235
901,130,226
902,130,238
903,131,251
904,132,234
905,132,231
906,132,244
907,132,233
908,133,236
909,133,235
910,134,237
911,134,235
912,135,235
913,135,237
914,135,234
915,136,233
916,136,247
917,137,232
918,138,233
919,138,237
920,139,247
921,139,237
922,140,240
923,140,237
924,140,235
925,140,236
926,141,242
927,142,236
928,142,237
929,142,235
930,142,247
931,143,246
932,142,240
933,142,241
934,142,239
935,142,239
936,141,234
937,141,239
938,141,245
939,141,240
940,141,240
941,141,243
942,141,248
943,141,239
944,141,241
945,142,235
946,142,243
947,143,237
948,143,241
949,144,235
950,145,234
951,145,244
952,146,237
953,146,248
954,147,243
955,146,237
956,147,235
957,147,243
958,147,237
959,148,236
960,148,236
961,148,234
962,149,237
963,149,239
964,149,238
965,149,251
966,149,238
967,149,235
968,149,239
969,149,244
970,149,232
971,148,242
972,148,247
973,148,241
974,149,238
975,148,248
976,149,233
977,149,235
978,149,245
979,149,243
980,149,234
981,150,244
982,150,233
983,151,235
984,151,233
985,151,235
986,151,235
987,152,244
988,152,234
989,151,237
990,151,236
991,151,236
992,151,235
993,151,236
994,151,234
995,151,246
996,151,235
997,150,231
998,150,234
999,151,242
1000,151,247
1001,150,245
1002,151,236
1003,151,240
1004,151,243
1005,151,236
1006,151,245
1007,151,239
1008,151,240
1009,150,240
1010,150,248
1011,150,246
1012,150,242
1013,151,240
1014,151,233
1015,151,247
1016,151,241
1017,151,246
1018,151,248
1019,152,243
1020,151,234
1021,152,245
1022,151,237
1023,152,241
1024,151,236
1025,152,237
1026,152,245
1027,152,242
1028,152,245
1029,151,247
1030,152,246
1031,151,237
1032,152,236
1033,152,236
1034,152,237
1035,152,245
1036,152,233
1037,152,238
1038,151,238
1039,151,237
1040,152,235
1041,151,237
1042,151,239
1043,151,239
1044,151,239
1045,151,237
1046,151,232
1047,151,243
1048,151,242
1049,151,239
1050,151,240
1051,151,234
1052,150,238
1053,151,236
1054,150,234
1055,150,242
1056,150,236
1057,149,237
1058,150,233
1059,150,241
1060,151,242
1061,150,237
1062,151,238
1063,151,239
1064,152,237
1065,152,233
1066,152,238
1067,153,238
1068,153,237
1069,153,239
1070,154,239
1071,154,242
1072,154,235
1073,153,241
1074,153,240
1075,153,237
1076,153,238
1077,153,236
1078,153,238
1079,154,244
1080,154,241
1081,154,246
1082,154,254
1083,154,272
1084,153,259
1085,153,260
1086,153,261
1087,153,261
1088,154,281
1089,154,284
1090,154,259
1091,155,260
1092,155,262
1093,155,280
1094,155,281
1095,155,263
1096,154,279
1097,155,280
1098,154,282
1099,155,261
1100,155,280
1101,155,282
1102,155,260
1103,155,283
1104,155,259
1105,156,282
1106,156,277
1107,156,259
1108,157,260
1109,157,283
1110,157,282
1111,157,262
1112,158,281
1113,158,281
1114,158,259
1115,159,278
1116,158,282
1117,159,282
1118,159,281
1119,159,260
1120,160,255
1121,159,282
1122,160,282
1123,160,287
1124,160,276
1125,160,277
1126,160,283
1127,160,280
1128,160,283
1129,160,281
1130,160,282
1131,161,283
1132,161,260
1133,161,281
1134,161,282
1135,161,256
1136,161,280
1137,161,276
1138,161,282
1139,161,261
1140,161,282
1141,161,280
1142,161,259
1143,161,276
1144,162,261
1145,162,279
1146,162,262
1147,161,260
1148,162,280
1149,161,283
1150,162,280
1151,162,255
1152,162,281
1153,162,260
1154,163,260
1155,163,260
1156,162,259
1157,163,259
1158,162,260
1159,163,260
1160,163,255
1161,163,260
1162,163,280
1163,163,258
1164,163,261
1165,163,282
1166,162,260
1167,162,258
1168,162,259
1169,162,280
1170,161,259
1171,162,261
1172,161,280
1173,162,261
1174,162,280
1175,162,260
1176,163,281
1177,163,259
1178,163,260
1179,163,280
1180,164,282
1181,164,277
1182,164,258
1183,164,281
1184,164,258
1185,164,262
1186,165,282
1187,164,282
1188,165,279
1189,164,281
1190,163,258
1191,164,274
1192,164,280
1193,164,282
1194,165,258
1195,164,281
1196,165,279
1197,165,279
1198,166,280
1199,166,280
1200,166,282
1201,166,282
1202,166,311
1203,166,306
1204,166,308
1205,166,303
1206,166,297
1207,167,293
1208,167,306
1209,167,303
1210,167,294
1211,167,293
1212,168,308
1213,168,306
1214,168,295
1215,168,309
1216,168,294
1217,169,287
1218,169,291
1219,169,296
1220,169,295
1221,169,306
1222,169,296
1223,169,299
1224,169,306
1225,169,295
1226,169,291
1227,169,294
1228,170,293
1229,169,295
1230,169,297
1231,169,295
1232,169,295
1233,169,296
1234,169,301
1235,169,291
1236,169,293
1237,169,293
1238,169,300
1239,169,298
1240,169,291
1241,169,301
1242,169,289
1243,169,293
1244,169,298
1245,169,307
1246,169,294
1247,169,304
1248,169,308
1249,169,304
1250,169,311
1251,169,290
1252,169,307
1253,170,306
1254,170,299
1255,170,308
1256,170,305
1257,171,311
1258,171,297
1259,171,287
1260,171,306
1261,172,333
1262,172,340
1263,172,331
1264,173,338
1265,173,338
1266,173,340
1267,174,344
1268,174,340
1269,174,340
1270,174,338
1271,174,342
1272,175,341
1273,174,339
1274,175,341
1275,175,340
1276,175,341
1277,175,343
1278,175,343
1279,174,338
1280,174,342
1281,174,339
1282,174,340
1283,174,338
1284,174,339
1285,174,341
1286,174,338
1287,174,335
1288,175,339
1289,175,341
1290,174,335
1291,175,313
1292,175,173
1293,175,167
1294,174,167
1295,174,173
1296,173,171
1297,172,173
1298,172,171
1299,171,174
1300,170,177
1301,170,177
1302,169,182
1303,169,181
1304,168,181
1305,168,178
1306,168,174
1307,167,177
1308,166,183
1309,166,182
1310,165,181
1311,165,187
1312,166,171
1313,166,175
1314,166,172
1315,166,172
1316,166,174
1317,165,173
1318,164,170
1319,164,173
1320,163,175
1321,162,176
1322,162,180
1323,162,181
1324,162,181
1325,161,180
1326,161,177
1327,161,176
1328,161,177
1329,160,176
1330,160,174
1331,159,170
1332,158,172
1333,158,170
1334,158,172
1335,159,172
1336,158,173
1337,158,171
1338,158,172
1339,157,171
1340,156,76
1341,156,169
1342,155,170
1343,154,170
1344,154,172
1345,154,171
1346,153,176
1347,153,178
1348,154,185
1349,153,183
1350,153,183
1351,153,184
1352,153,190
1353,153,190
1354,153,192
1355,154,194
1356,154,141
1357,153,168
1358,153,168
1359,152,170
1360,151,169
1361,151,173
1362,150,174
1363,150,175
1364,149,176
1365,148,177
1366,148,176
1367,147,178
1368,148,178
1369,148,176
1370,148,176
1371,148,176
1372,148,175
1373,148,174
1374,148,174
1375,148,172
1376,148,171
1377,147,173
1378,147,171
1379,147,166
1380,147,171
1381,146,171
1382,146,171
1383,146,171
1384,145,168
1385,145,171
1386,144,175
1387,144,173
1388,143,174
1389,143,172
1390,143,171
1391,143,170
1392,143,178
1393,144,173
1394,144,171
1395,144,170
1396,144,170
1397,145,164
1398,145,169
1399,146,169
1400,146,170
1401,147,170
1402,147,171
1403,147,170
1404,147,174
1405,147,170
1406,148,167
1407,148,171
1408,148,171
1409,148,171
1410,147,169
1411,146,170
1412,146,170
1413,144,171
1414,143,169
1415,143,169
1416,142,171
1417,140,170
1418,140,171
1419,139,171
1420,137,173
1421,137,172
1422,137,174
1423,137,174
1424,137,175
1425,137,175
1426,137,172
1427,137,174
1428,138,170
1429,138,172
1430,139,172
1431,140,170
1432,141,172
1433,141,167
1434,141,173
1435,141,171
1436,141,171
1437,140,171
1438,140,172
1439,139,171
1440,139,171
1441,138,172
1442,137,172
1443,137,170
1444,137,171
1445,137,170
1446,137,172
1447,137,174
1448,137,174
1449,136,174
1450,136,175
1451,136,174
1452,135,174
1453,135,174
1454,135,175
1455,134,175
1456,134,174
1457,134,174
1458,134,176
1459,134,174
1460,134,174
1461,134,172
1462,134,172
1463,134,171
1464,134,173
1465,134,173
1466,134,173
1467,135,174
1468,135,174
1469,136,174
1470,137,174
1471,137,174
1472,137,175
1473,137,174
1474,137,174
1475,137,172
1476,137,172
1477,136,172
1478,136,173
1479,136,174
1480,135,172
1481,135,173
1482,135,173
1483,134,174
1484,134,173
1485,135,172
1486,135,173
1487,135,174
1488,135,174
1489,135,175
1490,135,174
1491,135,175
1492,135,174
1493,135,175
1494,135,174
1495,135,175
1496,135,175
1497,135,175
1498,135,175
1499,135,171
1500,135,175
1501,135,174
1502,135,174
1503,135,175
1504,135,175
1505,135,171
1506,136,172
1507,136,171
1508,136,171
1509,136,172
1510,137,173
1511,137,173
1512,137,175
1513,137,171
1514,137,173
1515,137,173
1516,138,174
1517,138,171
1518,138,174
1519,138,174
1520,139,173
1521,139,173
1522,139,175
1523,139,173
1524,139,175
1525,138,175
1526,138,176
1527,137,174
1528,137,178
1529,136,177
1530,136,178
1531,135,177
1532,135,176
1533,135,173
1534,135,176
1535,135,175
1536,135,174
1537,135,174
1538,134,175
1539,134,175
1540,134,175
1541,133,175
1542,133,175
1543,134,176
1544,134,176
1545,134,175
1546,134,176
1547,134,175
1548,134,175
1549,134,175
1550,134,175
1551,134,177
1552,134,176
1553,134,177
1554,134,174
1555,135,174
1556,136,175
1557,136,175
1558,136,175
1559,137,179
1560,138,181
1561,138,181
1562,138,181
1563,138,180
1564,138,177
1565,138,176
1566,137,174
1567,137,175
1568,137,176
1569,137,176
1570,137,174
1571,137,174
1572,137,174
1573,137,173
1574,137,176
1575,138,179
1576,138,179
1577,138,178
1578,139,178
1579,139,177
1580,139,178
1581,138,180
1582,138,179
1583,138,178
1584,138,177
1585,138,176
1586,137,175
1587,138,174
1588,138,174
1589,138,175
1590,138,176
1591,137,175
1592,137,176
1593,137,180
1594,137,181
1595,137,180
1596,136,172
1597,136,177
1598,136,178
1599,136,180
1600,136,176
1601,137,179
1602,137,179
1603,137,178
1604,138,173
1605,139,175
1606,139,175
1607,140,174
1608,141,175
1609,141,175
1610,140,175
1611,141,176
1612,140,173
1613,140,173
1614,139,172
1615,138,173
1616,138,173
1617,137,174
1618,137,173
1619,137,174
1620,136,174
1621,136,172
1622,136,175
1623,136,176
1624,136,176
1625,136,177
1626,136,180
1627,136,180
1628,136,180
1629,135,181
1630,135,177
1631,135,174
1632,135,176
1633,135,177
1634,135,176
1635,135,176
1636,135,175
1637,135,175
1638,135,174
1639,135,175
1640,134,178
1641,134,177
1642,134,177
1643,135,178
1644,135,178
1645,135,177
1646,135,176
1647,135,176
1648,135,175
1649,135,175
1650,135,175
1651,135,174
1652,135,176
1653,135,176
1654,135,177
1655,136,177
1656,136,178
1657,137,178
1658,138,178
1659,138,178
1660,138,177
1661,139,177
1662,139,177
1663,139,177
1664,139,174
1665,140,177
1666,139,176
1667,139,176
1668,139,172
1669,138,171
1670,138,174
1671,137,175
1672,137,176
1673,136,175
1674,136,176
1675,136,173
1676,136,176
1677,136,176
1678,137,176
1679,136,179
1680,136,179
1681,136,178
1682,135,177
1683,135,177
1684,134,176
1685,134,176
1686,133,175
1687,133,175
1688,133,175
1689,132,176
1690,132,175
1691,132,176
1692,132,175
1693,132,174
1694,132,173
1695,132,172
1696,133,172
1697,134,172
1698,134,168
1699,135,170
1700,136,171
1701,136,173
1702,136,173
1703,136,172
1704,136,173
1705,136,172
1706,136,174
1707,136,174
1708,136,172
1709,136,173
1710,136,172
1711,135,170
1712,135,171
1713,135,172
1714,135,123
1715,136,173
1716,136,177
1717,136,170
1718,136,173
1719,136,174
1720,136,174
1721,137,176
1722,138,177
1723,138,180
1724,138,180
1725,139,183
1726,139,187
1727,139,190
1728,139,193
1729,139,118
1730,139,177
1731,139,179
1732,139,181
1733,139,177
1734,139,178
1735,139,177
1736,139,171
1737,138,164
1738,138,169
1739,138,170
1740,138,167
1741,138,173
1742,138,171
1743,138,177
1744,138,175
1745,138,175
1746,138,174
1747,138,172
1748,138,171
1749,138,171
1750,139,172
1751,139,175
1752,140,174
1753,140,174
1754,141,174
1755,141,172
1756,141,171
1757,142,171
1758,142,172
1759,142,172
1760,142,174
1761,143,175
1762,143,174
1763,144,178
1764,144,180
1765,144,180
1766,144,179
1767,143,177
1768,143,177
1769,143,177
1770,143,176
1771,143,175
1772,143,175
1773,143,175
1774,143,175
1775,143,174
1776,143,175
1777,143,175
1778,143,177
1779,143,178
1780,143,176
1781,143,179
1782,143,178
1783,142,178
1784,142,177
1785,142,178
1786,142,177
1787,143,179
1788,143,182
1789,143,200
1790,143,196
1791,144,199
1792,144,203
1793,144,206
1794,144,212
1795,144,214
1796,145,216
1797,145,224
1798,145,231
1799,146,237
1800,147,251
1801,147,422
1802,148,424
1803,149,426
1804,150,425
1805,150,408
1806,151,412
1807,153,418
1808,153,419
1809,154,420
1810,156,422
1811,157,421
1812,157,420
1813,158,422
1814,160,421
1815,162,422
1816,162,423
1817,164,419
1818,164,415
1819,165,419
1820,166,419
1821,167,161
1822,168,209
1823,168,210
1824,168,211
1825,169,212
1826,169,215
1827,169,214
1828,169,214
1829,168,216
1830,168,219
1831,168,220
1832,167,220
1833,167,222
1834,167,221
1835,166,222
1836,166,219
1837,166,219
1838,166,220
1839,165,219
1840,166,220
1841,165,222
1842,165,224
1843,165,224
1844,165,220
1845,165,221
1846,164,219
1847,165,220
1848,164,218
1849,165,218
1850,165,218
1851,165,217
1852,165,219
1853,165,220
1854,165,218
1855,165,219
1856,165,220
1857,165,222
1858,165,235
1859,165,247
1860,165,252
1861,165,253
1862,165,381
1863,165,410
1864,166,406
1865,166,418
1866,166,422
1867,167,421
1868,167,424
1869,167,420
1870,168,418
1871,169,425
1872,169,421
1873,169,420
1874,170,419
1875,170,418
1876,171,418
1877,171,418
1878,171,420
1879,172,421
1880,172,418
1881,172,221
1882,173,225
1883,173,208
1884,173,204
1885,173,211
1886,173,213
1887,173,215
1888,173,216
1889,172,219
1890,172,214
1891,172,215
1892,171,220
1893,171,223
1894,171,224
1895,169,224
1896,169,224
1897,169,220
1898,168,215
1899,168,216
1900,168,213
1901,168,212
1902,168,214
1903,168,214
1904,167,213
1905,168,211
1906,167,210
1907,167,210
1908,167,210
1909,167,210
1910,167,210
1911,167,210
1912,166,213
1913,167,214
1914,166,213
1915,167,213
1916,166,209
1917,166,222
1918,166,229
1919,166,249
1920,167,251
1921,167,432
1922,167,396
1923,167,401
1924,167,411
1925,168,413
1926,168,419
1927,169,421
1928,170,415
1929,169,418
1930,170,428
1931,171,420
1932,172,420
1933,172,421
1934,173,422
1935,173,417
1936,173,424
1937,174,422
1938,174,418
1939,175,420
1940,176,421
1941,176,185
1942,176,210
1943,176,210
1944,176,210
1945,176,214
1946,177,211
1947,176,213
1948,176,212
1949,175,212
1950,175,216
1951,174,214
1952,174,216
1953,174,215
1954,173,216
1955,173,216
1956,173,217
1957,173,217
1958,172,218
1959,172,218
1960,171,217
1961,171,220
1962,170,217
1963,170,218
1964,169,219
1965,169,220
1966,169,223
1967,169,221
1968,169,219
1969,168,216
1970,168,217
1971,169,211
1972,168,214
1973,168,214
1974,168,213
1975,167,217
1976,167,216
1977,167,218
1978,168,259
1979,167,252
1980,168,257
1981,167,256
1982,168,386
1983,167,422
1984,168,422
1985,168,417
1986,168,420
1987,168,421
1988,168,417
1989,169,421
1990,169,415
1991,170,415
1992,170,420
1993,170,429
1994,171,419
1995,171,419
1996,172,420
1997,172,420
1998,172,424
1999,173,421
2000,173,423
2001,173,387
2002,173,203
2003,173,209
2004,173,211
2005,173,209
2006,173,209
2007,174,210
2008,173,210
2009,173,211
2010,173,211
2011,172,210
2012,172,211
2013,172,211
2014,171,210
2015,171,211
2016,171,211
2017,171,211
2018,171,209
2019,171,211
2020,170,212
2021,170,211
2022,170,212
2023,170,211
2024,170,212
2025,170,213
2026,169,211
2027,169,210
2028,169,211
2029,169,209
2030,169,211
2031,169,211
2032,168,211
2033,168,212
2034,168,212
2035,168,212
2036,168,209
2037,167,223
2038,167,225
2039,168,242
2040,168,248
2041,168,258
2042,168,408
2043,168,411
2044,169,412
2045,169,420
2046,169,418
2047,169,421
2048,170,421
2049,171,416
2050,171,419
2051,172,421
2052,172,420
2053,173,418
2054,174,418
2055,174,421
2056,175,416
2057,175,424
2058,175,422
2059,176,419
2060,176,423
2061,176,199
2062,177,220
2063,177,220
2064,177,215
2065,177,217
2066,177,216
2067,177,214
2068,177,214
2069,177,212
2070,177,212
2071,177,212
2072,176,212
2073,176,212
2074,176,215
2075,176,215
2076,175,216
2077,175,216
2078,175,217
2079,175,219
2080,174,217
2081,174,218
2082,174,218
2083,173,218
2084,172,217
2085,172,217
2086,171,217
2087,171,217
2088,170,219
2089,170,218
2090,170,218
2091,170,224
2092,169,224
2093,169,223
2094,168,223
2095,168,220
2096,168,217
2097,168,220
2098,168,217
2099,168,242
2100,168,263
2101,168,415
2102,168,411
2103,169,409
2104,169,417
2105,170,420
2106,170,414
2107,170,418
2108,171,422
2109,171,425
2110,171,418
2111,172,419
2112,172,420
2113,173,423
2114,172,417
2115,173,419
2116,174,413
2117,174,419
2118,175,419
2119,175,421
2120,176,417
2121,176,222
2122,177,219
2123,177,208
2124,177,212
2125,177,212
2126,177,213
2127,176,212
2128,177,207
2129,176,210
2130,176,211
2131,176,209
2132,176,210
2133,175,209
2134,175,209
2135,174,210
2136,174,212
2137,173,208
2138,173,209
2139,173,210
