heartrate,watts
127,159.0
126,136.0
127,143.0
127,144.0
127,144.0
127,137.0
127,152.0
127,141.0
128,133.0
128,147.0
128,162.0
128,140.0
128,136.0
128,119.0
128,125.0
127,145.0
127,123.0
128,144.0
128,133.0
129,122.0
128,124.0
127,120.0
126,114.0
126,107.0
126,25.0
125,25.0
125,26.0
125,158.0
124,166.0
124,151.0
125,141.0
125,126.0
125,123.0
125,103.0
125,6.0
125,6.0
124,121.0
124,121.0
125,188.0
125,181.0
126,179.0
126,179.0
127,173.0
127,168.0
128,167.0
128,149.0
128,155.0
128,219.0
128,187.0
128,182.0
127,178.0
128,176.0
128,157.0
127,101.0
127,0.0
127,0.0
126,0.0
126,47.0
126,229.0
127,243.0
127,223.0
128,213.0
129,150.0
129,75.0
129,67.0
129,57.0
129,3.0
128,0.0
126,0.0
126,0.0
126,0.0
126,0.0
126,0.0
102,
104,173.0
105,190.0
108,255.0
110,288.0
113,247.0
115,219.0
116,166.0
118,176.0
119,135.0
120,58.0
121,58.0
121,133.0
122,0.0
123,0.0
124,0.0
124,0.0
124,0.0
124,0.0
124,20.0
124,212.0
124,129.0
124,99.0
125,89.0
125,94.0
126,0.0
126,0.0
125,0.0
124,0.0
122,0.0
120,0.0
119,0.0
117,0.0
115,0.0
114,0.0
113,6.0
113,0.0
111,0.0
110,0.0
109,0.0
108,0.0
105,0.0
104,0.0
103,0.0
103,0.0
104,0.0
106,9.0
108,176.0
110,0.0
111,0.0
111,0.0
111,0.0
110,1.0
110,106.0
110,230.0
112,0.0
112,0.0
113,0.0
114,0.0
114,0.0
114,0.0
113,0.0
113,0.0
113,0.0
112,0.0
112,16.0
112,148.0
113,190.0
113,218.0
115,204.0
116,205.0
117,166.0
118,144.0
119,106.0
120,39.0
120,112.0
120,120.0
120,112.0
120,0.0
120,0.0
119,0.0
118,0.0
117,0.0
117,0.0
115,0.0
114,0.0
113,0.0
111,0.0
111,0.0
111,2.0
111,181.0
111,181.0
112,214.0
113,221.0
114,211.0
116,165.0
117,128.0
118,90.0
118,0.0
118,0.0
117,0.0
116,0.0
116,0.0
115,0.0
115,55.0
116,305.0
117,305.0
118,263.0
120,245.0
122,190.0
123,155.0
123,151.0
124,123.0
124,116.0
124,127.0
124,141.0
124,170.0
125,125.0
126,121.0
126,166.0
126,122.0
127,90.0
127,0.0
127,0.0
126,0.0
126,2.0
126,155.0
126,206.0
126,123.0
125,194.0
126,187.0
126,156.0
126,90.0
126,115.0
126,99.0
127,185.0
128,221.0
128,192.0
129,169.0
129,175.0
129,172.0
130,154.0
130,142.0
130,130.0
130,124.0
130,118.0
130,105.0
129,0.0
129,0.0
128,0.0
128,0.0
127,0.0
127,0.0
126,0.0
126,0.0
125,0.0
124,0.0
123,2.0
121,1.0
121,1.0
121,0.0
121,0.0
122,0.0
122,0.0
106,
106,0.0
104,0.0
103,0.0
100,0.0
100,139.0
100,232.0
101,256.0
102,310.0
102,250.0
102,273.0
102,164.0
102,190.0
102,200.0
102,142.0
105,187.0
109,195.0
112,178.0
115,179.0
118,193.0
120,180.0
123,140.0
124,187.0
125,171.0
126,171.0
127,165.0
128,191.0
128,195.0
128,213.0
129,179.0
129,182.0
130,178.0
131,144.0
131,165.0
131,169.0
132,169.0
133,169.0
133,170.0
134,155.0
133,158.0
133,166.0
132,199.0
132,165.0
132,172.0
132,161.0
132,162.0
132,160.0
132,149.0
132,143.0
133,155.0
133,171.0
132,156.0
133,149.0
132,168.0
132,182.0
133,184.0
133,188.0
133,116.0
134,89.0
134,170.0
134,154.0
134,167.0
134,184.0
134,168.0
135,185.0
135,171.0
135,172.0
135,166.0
135,156.0
135,156.0
136,165.0
135,159.0
135,155.0
135,157.0
135,149.0
134,155.0
134,150.0
134,143.0
134,153.0
134,138.0
134,118.0
134,117.0
134,154.0
134,188.0
133,193.0
134,180.0
133,189.0
134,254.0
135,214.0
135,223.0
135,185.0
136,161.0
136,148.0
136,130.0
136,2.0
136,2.0
135,2.0
135,110.0
134,268.0
134,275.0
134,223.0
134,205.0
133,186.0
133,213.0
133,203.0
133,203.0
134,180.0
133,163.0
134,172.0
134,175.0
135,188.0
136,179.0
136,188.0
137,174.0
137,191.0
136,186.0
136,186.0
135,186.0
135,184.0
136,184.0
136,213.0
136,215.0
137,165.0
137,180.0
137,185.0
137,196.0
137,187.0
136,191.0
136,208.0
136,183.0
136,190.0
136,191.0
136,191.0
137,178.0
137,179.0
137,183.0
137,191.0
137,190.0
137,198.0
137,181.0
137,199.0
138,202.0
138,194.0
138,187.0
138,198.0
138,188.0
138,196.0
138,195.0
139,197.0
139,198.0
139,191.0
139,201.0
139,172.0
139,169.0
139,172.0
139,152.0
139,157.0
139,183.0
138,167.0
137,290.0
138,231.0
138,197.0
138,205.0
138,194.0
139,199.0
139,198.0
139,151.0
140,208.0
140,208.0
141,195.0
141,199.0
141,174.0
141,198.0
141,207.0
141,233.0
142,223.0
141,228.0
141,224.0
141,209.0
141,213.0
141,227.0
141,232.0
142,241.0
141,221.0
142,236.0
142,240.0
142,221.0
142,210.0
144,219.0
144,252.0
145,274.0
146,246.0
147,222.0
148,236.0
148,257.0
149,241.0
149,238.0
150,252.0
150,361.0
150,361.0
150,371.0
151,323.0
150,299.0
151,241.0
151,264.0
152,324.0
152,164.0
153,246.0
152,218.0
152,187.0
152,176.0
151,273.0
150,273.0
150,195.0
149,184.0
149,159.0
149,148.0
150,157.0
150,159.0
150,168.0
150,152.0
151,173.0
151,172.0
150,177.0
150,175.0
149,174.0
148,180.0
148,182.0
147,175.0
147,174.0
147,176.0
146,177.0
146,179.0
145,176.0
145,169.0
145,175.0
145,163.0
145,165.0
145,147.0
145,153.0
145,170.0
145,149.0
144,163.0
144,179.0
144,161.0
144,152.0
143,166.0
143,131.0
143,137.0
142,143.0
142,151.0
141,139.0
141,145.0
141,149.0
141,165.0
140,126.0
140,124.0
140,126.0
139,128.0
139,131.0
138,124.0
138,148.0
138,161.0
138,126.0
138,122.0
137,106.0
137,173.0
137,0.0
135,0.0
134,0.0
133,0.0
132,0.0
131,0.0
130,0.0
130,0.0
129,0.0
129,119.0
130,265.0
130,210.0
130,278.0
131,245.0
131,194.0
131,166.0
131,144.0
131,166.0
131,169.0
131,178.0
132,187.0
131,173.0
132,160.0
132,179.0
133,193.0
133,226.0
133,225.0
134,185.0
133,179.0
133,180.0
133,181.0
134,177.0
134,180.0
134,188.0
135,177.0
136,185.0
136,177.0
136,194.0
136,205.0
137,177.0
136,203.0
137,194.0
137,199.0
137,210.0
136,213.0
136,223.0
136,193.0
137,198.0
137,185.0
137,220.0
138,196.0
137,187.0
138,187.0
138,189.0
139,214.0
139,208.0
140,184.0
140,196.0
141,193.0
141,176.0
141,193.0
141,186.0
141,179.0
141,184.0
141,185.0
141,178.0
142,181.0
142,184.0
142,179.0
142,190.0
142,191.0
142,196.0
142,192.0
142,192.0
143,203.0
142,209.0
142,199.0
141,208.0
141,204.0
141,213.0
141,194.0
141,194.0
141,202.0
141,210.0
141,203.0
140,224.0
140,219.0
140,230.0
140,238.0
140,264.0
140,249.0
140,233.0
140,224.0
140,221.0
140,236.0
141,249.0
141,226.0
142,223.0
141,216.0
142,192.0
142,207.0
142,196.0
142,197.0
143,196.0
143,176.0
143,214.0
143,180.0
144,196.0
144,200.0
144,211.0
144,194.0
144,224.0
145,195.0
144,213.0
144,192.0
144,202.0
144,198.0
144,184.0
144,184.0
144,179.0
144,190.0
144,202.0
144,190.0
144,187.0
143,199.0
143,210.0
142,211.0
142,200.0
142,190.0
143,184.0
143,193.0
144,190.0
144,203.0
145,199.0
145,200.0
145,206.0
145,205.0
145,203.0
144,217.0
145,187.0
144,186.0
144,194.0
144,202.0
144,192.0
143,202.0
143,181.0
142,237.0
142,196.0
142,183.0
143,165.0
143,194.0
143,198.0
143,199.0
143,192.0
143,192.0
143,186.0
142,191.0
142,198.0
142,201.0
142,203.0
142,233.0
143,214.0
144,205.0
144,201.0
144,216.0
145,228.0
145,224.0
145,223.0
145,210.0
145,217.0
146,211.0
146,206.0
146,202.0
146,190.0
146,188.0
146,194.0
145,192.0
145,223.0
145,235.0
145,230.0
144,204.0
144,187.0
144,167.0
144,210.0
144,229.0
144,211.0
143,236.0
143,198.0
142,172.0
142,180.0
142,173.0
143,182.0
143,195.0
143,183.0
143,189.0
143,170.0
144,170.0
144,181.0
144,166.0
144,170.0
144,186.0
144,181.0
144,177.0
144,171.0
143,177.0
143,194.0
144,183.0
144,187.0
144,167.0
144,167.0
144,169.0
143,169.0
143,171.0
142,181.0
141,163.0
141,161.0
141,160.0
141,179.0
141,162.0
141,180.0
142,173.0
142,181.0
141,184.0
142,174.0
142,164.0
141,175.0
142,160.0
141,173.0
141,174.0
140,170.0
139,195.0
139,189.0
139,192.0
139,192.0
139,184.0
140,182.0
140,182.0
140,174.0
141,185.0
140,187.0
140,189.0
140,179.0
140,200.0
140,185.0
