heartrate,watts
107,149.0
109,118.0
110,136.0
111,136.0
112,177.0
112,191.0
112,148.0
112,122.0
112,216.0
113,176.0
114,173.0
115,141.0
117,121.0
118,126.0
119,130.0
120,121.0
121,125.0
122,147.0
123,147.0
123,138.0
124,122.0
124,122.0
124,119.0
124,119.0
125,125.0
125,124.0
126,154.0
126,131.0
126,126.0
127,125.0
126,127.0
125,120.0
124,128.0
123,124.0
122,140.0
122,148.0
121,143.0
121,161.0
121,167.0
121,169.0
122,143.0
122,170.0
123,180.0
123,162.0
123,162.0
123,161.0
124,159.0
124,156.0
123,167.0
122,159.0
122,173.0
121,163.0
121,166.0
121,173.0
122,173.0
122,166.0
122,180.0
123,179.0
122,179.0
122,164.0
122,177.0
122,183.0
122,174.0
122,199.0
123,177.0
124,186.0
125,151.0
125,161.0
126,169.0
126,173.0
126,177.0
125,155.0
125,182.0
125,147.0
125,147.0
125,129.0
124,129.0
124,150.0
123,160.0
124,170.0
124,179.0
124,157.0
125,184.0
125,154.0
125,166.0
125,174.0
126,164.0
126,164.0
126,163.0
126,177.0
125,175.0
125,158.0
125,155.0
125,170.0
125,166.0
125,148.0
126,174.0
126,174.0
126,182.0
126,194.0
126,192.0
126,208.0
126,171.0
126,211.0
127,203.0
127,207.0
127,203.0
128,223.0
128,238.0
128,138.0
128,142.0
128,127.0
128,144.0
128,166.0
127,194.0
127,203.0
127,174.0
127,159.0
127,164.0
127,134.0
128,88.0
128,58.0
128,63.0
128,47.0
128,47.0
127,0.0
126,0.0
126,0.0
125,0.0
124,0.0
86,
87,221.0
87,255.0
88,291.0
89,224.0
90,163.0
90,138.0
91,233.0
92,119.0
96,124.0
99,114.0
101,97.0
104,104.0
106,82.0
107,65.0
109,43.0
110,0.0
110,0.0
110,0.0
110,0.0
110,0.0
111,0.0
112,0.0
111,0.0
110,0.0
108,
106,253.0
106,210.0
106,290.0
107,326.0
109,297.0
110,161.0
112,275.0
113,260.0
114,241.0
115,222.0
116,212.0
117,209.0
118,264.0
119,226.0
120,192.0
120,0.0
121,0.0
121,0.0
121,2.0
121,202.0
122,307.0
123,214.0
123,160.0
123,160.0
123,143.0
123,143.0
123,0.0
124,0.0
124,0.0
124,0.0
123,2.0
123,114.0
123,207.0
123,156.0
123,113.0
123,98.0
122,0.0
120,0.0
119,0.0
118,0.0
118,0.0
117,2.0
117,70.0
117,0.0
115,0.0
114,0.0
111,0.0
109,0.0
107,13.0
107,170.0
106,170.0
106,198.0
106,106.0
106,0.0
106,0.0
106,0.0
105,0.0
102,3.0
101,44.0
100,44.0
100,0.0
99,0.0
99,0.0
97,0.0
96,0.0
95,7.0
95,0.0
94,0.0
94,0.0
91,10.0
90,29.0
90,29.0
89,29.0
90,120.0
91,120.0
91,64.0
91,64.0
93,227.0
94,259.0
95,257.0
98,217.0
99,171.0
102,165.0
103,168.0
105,183.0
106,147.0
107,143.0
108,144.0
108,129.0
109,139.0
109,142.0
109,147.0
109,161.0
110,138.0
110,152.0
110,128.0
110,117.0
111,94.0
111,153.0
111,116.0
111,142.0
112,151.0
112,144.0
112,159.0
113,166.0
114,142.0
114,136.0
115,130.0
116,130.0
116,140.0
117,132.0
117,132.0
116,126.0
116,126.0
116,125.0
116,140.0
116,127.0
117,121.0
117,144.0
117,144.0
118,134.0
118,133.0
118,135.0
118,122.0
117,93.0
117,107.0
117,109.0
116,77.0
116,3.0
115,7.0
115,7.0
115,8.0
115,130.0
115,0.0
115,0.0
114,0.0
112,14.0
112,88.0
111,0.0
109,0.0
108,0.0
107,0.0
107,0.0
108,17.0
109,0.0
110,0.0
108,0.0
107,0.0
106,11.0
105,79.0
106,224.0
107,250.0
107,231.0
108,210.0
109,292.0
110,328.0
111,301.0
113,260.0
115,245.0
116,196.0
118,209.0
119,172.0
120,191.0
121,186.0
122,163.0
122,0.0
122,0.0
122,0.0
121,0.0
121,1.0
120,166.0
119,166.0
118,246.0
118,284.0
119,252.0
119,233.0
120,202.0
121,173.0
122,182.0
122,195.0
123,182.0
122,188.0
123,194.0
123,185.0
123,218.0
123,202.0
123,169.0
124,152.0
124,161.0
124,191.0
125,175.0
125,195.0
126,198.0
126,174.0
127,165.0
127,155.0
127,154.0
127,158.0
127,162.0
127,180.0
128,160.0
127,163.0
128,153.0
127,153.0
127,176.0
127,164.0
127,172.0
126,178.0
126,165.0
126,145.0
126,188.0
126,140.0
126,166.0
127,166.0
126,166.0
125,181.0
124,181.0
124,172.0
124,178.0
124,188.0
124,189.0
124,177.0
125,180.0
125,158.0
126,170.0
125,171.0
126,192.0
126,175.0
126,184.0
126,175.0
126,183.0
126,186.0
