heartrate,watts
103,112.0
103,134.0
104,195.0
105,144.0
105,144.0
106,157.0
107,149.0
108,142.0
108,148.0
108,149.0
107,144.0
108,150.0
107,157.0
108,159.0
108,158.0
108,151.0
108,158.0
108,158.0
107,140.0
107,134.0
107,128.0
108,124.0
108,139.0
109,129.0
110,129.0
110,137.0
110,134.0
110,141.0
110,148.0
110,171.0
110,173.0
110,165.0
110,167.0
110,172.0
111,176.0
111,175.0
111,181.0
112,173.0
113,188.0
113,188.0
113,182.0
114,196.0
114,199.0
114,191.0
114,189.0
115,195.0
115,189.0
115,207.0
115,198.0
115,190.0
115,189.0
116,187.0
116,191.0
116,195.0
116,192.0
116,191.0
116,203.0
116,199.0
116,201.0
117,200.0
118,206.0
118,199.0
118,197.0
119,199.0
119,222.0
119,205.0
119,194.0
119,194.0
120,178.0
120,196.0
121,198.0
121,198.0
122,200.0
122,200.0
122,211.0
122,199.0
122,207.0
122,204.0
122,201.0
122,198.0
123,203.0
123,203.0
123,210.0
123,208.0
122,193.0
122,193.0
122,207.0
122,214.0
121,199.0
121,201.0
121,205.0
121,205.0
121,205.0
122,205.0
122,212.0
122,209.0
123,209.0
122,213.0
122,214.0
122,217.0
122,215.0
123,209.0
123,205.0
123,212.0
124,206.0
124,206.0
125,219.0
125,222.0
126,214.0
126,221.0
126,221.0
126,237.0
126,240.0
126,228.0
126,204.0
126,212.0
127,199.0
127,210.0
127,213.0
127,205.0
127,188.0
127,170.0
128,328.0
128,250.0
128,237.0
128,243.0
128,203.0
128,186.0
128,176.0
128,196.0
128,183.0
128,183.0
127,169.0
127,175.0
126,176.0
126,179.0
125,189.0
125,179.0
125,195.0
125,194.0
125,210.0
124,205.0
125,186.0
125,192.0
125,200.0
125,199.0
125,207.0
125,199.0
125,210.0
125,205.0
126,205.0
126,205.0
126,215.0
126,183.0
126,81.0
126,81.0
127,3.0
127,63.0
127,26.0
127,26.0
126,0.0
124,0.0
122,0.0
120,0.0
119,0.0
82,
82,203.0
83,220.0
84,269.0
86,247.0
86,241.0
88,283.0
89,221.0
92,203.0
96,227.0
97,198.0
101,199.0
103,196.0
104,191.0
106,210.0
108,211.0
108,211.0
110,218.0
112,249.0
112,213.0
115,197.0
116,197.0
117,205.0
118,237.0
119,231.0
120,234.0
121,220.0
122,223.0
122,233.0
122,229.0
122,217.0
123,205.0
123,264.0
124,227.0
125,207.0
126,226.0
126,234.0
127,198.0
128,249.0
129,237.0
130,232.0
130,227.0
130,229.0
130,223.0
131,209.0
131,223.0
131,224.0
131,217.0
131,205.0
132,212.0
131,209.0
131,197.0
131,207.0
131,209.0
131,214.0
131,200.0
132,227.0
132,222.0
132,236.0
132,211.0
133,202.0
133,196.0
133,199.0
134,183.0
133,158.0
133,88.0
133,88.0
133,0.0
132,0.0
132,0.0
131,12.0
130,34.0
130,44.0
128,44.0
127,86.0
125,0.0
124,0.0
122,0.0
120,0.0
119,0.0
116,0.0
115,3.0
115,173.0
115,173.0
115,342.0
115,360.0
116,367.0
117,259.0
118,326.0
120,336.0
121,335.0
122,261.0
123,255.0
124,265.0
125,227.0
126,229.0
127,217.0
128,176.0
129,186.0
130,191.0
131,262.0
132,232.0
133,166.0
133,160.0
134,169.0
133,171.0
134,149.0
134,178.0
133,144.0
133,156.0
133,156.0
132,152.0
132,120.0
131,185.0
131,135.0
131,165.0
130,241.0
130,325.0
130,345.0
130,265.0
130,182.0
130,150.0
130,124.0
130,149.0
129,130.0
129,245.0
129,165.0
130,123.0
130,176.0
131,92.0
132,172.0
132,159.0
132,151.0
132,88.0
132,0.0
131,0.0
130,0.0
129,0.0
127,0.0
127,113.0
125,211.0
125,211.0
125,180.0
125,171.0
124,123.0
124,109.0
124,121.0
123,95.0
122,95.0
120,4.0
119,4.0
119,4.0
118,0.0
118,0.0
117,0.0
117,11.0
116,0.0
116,0.0
115,0.0
115,0.0
114,0.0
113,0.0
113,0.0
112,0.0
112,0.0
112,0.0
112,0.0
112,0.0
112,0.0
112,0.0
112,0.0
112,26.0
110,153.0
110,107.0
110,117.0
110,117.0
109,195.0
109,3.0
106,3.0
105,3.0
101,7.0
100,7.0
98,0.0
97,0.0
97,0.0
96,
97,241.0
97,240.0
99,182.0
100,253.0
101,297.0
102,232.0
103,182.0
105,213.0
106,113.0
107,0.0
107,0.0
108,0.0
109,83.0
109,109.0
109,0.0
109,0.0
108,0.0
108,0.0
108,0.0
106,0.0
105,0.0
103,0.0
102,0.0
101,0.0
99,0.0
99,0.0
97,0.0
97,0.0
97,70.0
95,113.0
95,48.0
96,88.0
97,127.0
98,119.0
98,105.0
97,240.0
97,282.0
98,260.0
99,223.0
100,212.0
102,215.0
104,200.0
105,197.0
107,189.0
109,178.0
109,156.0
110,161.0
111,192.0
112,196.0
113,167.0
114,186.0
114,193.0
115,189.0
116,178.0
116,172.0
117,169.0
117,152.0
118,178.0
118,147.0
119,165.0
120,165.0
120,167.0
120,175.0
121,198.0
121,188.0
122,183.0
122,221.0
123,183.0
123,159.0
123,175.0
123,166.0
123,163.0
124,159.0
124,182.0
124,154.0
124,165.0
124,91.0
125,369.0
125,287.0
126,208.0
127,184.0
127,160.0
127,165.0
126,181.0
126,194.0
126,206.0
126,187.0
127,181.0
126,165.0
127,198.0
127,196.0
127,185.0
128,188.0
128,161.0
128,174.0
128,169.0
128,186.0
128,181.0
129,189.0
129,183.0
129,162.0
129,159.0
129,155.0
128,176.0
129,153.0
129,156.0
129,123.0
129,228.0
129,274.0
129,297.0
130,229.0
130,209.0
130,194.0
130,226.0
131,232.0
131,215.0
132,217.0
132,199.0
132,232.0
132,202.0
132,191.0
132,188.0
132,185.0
132,219.0
132,178.0
132,196.0
132,197.0
133,183.0
133,189.0
133,223.0
134,242.0
133,194.0
134,191.0
133,213.0
134,216.0
134,184.0
133,164.0
134,162.0
134,167.0
134,180.0
135,172.0
136,188.0
136,156.0
137,151.0
137,131.0
137,122.0
138,144.0
137,146.0
136,0.0
135,0.0
133,0.0
132,2.0
132,0.0
130,0.0
128,0.0
126,0.0
124,3.0
123,98.0
122,133.0
121,83.0
120,2.0
119,0.0
117,0.0
116,0.0
115,80.0
115,329.0
115,312.0
116,195.0
117,183.0
118,175.0
118,155.0
119,166.0
119,111.0
118,119.0
118,117.0
118,107.0
118,104.0
118,91.0
118,100.0
118,110.0
118,0.0
118,0.0
117,0.0
116,0.0
115,1.0
114,64.0
114,209.0
114,233.0
113,216.0
114,237.0
114,232.0
115,220.0
115,222.0
117,173.0
116,117.0
117,140.0
116,140.0
116,146.0
115,143.0
115,165.0
116,174.0
117,201.0
118,72.0
118,72.0
119,243.0
119,187.0
120,163.0
120,185.0
120,190.0
121,177.0
121,160.0
121,163.0
121,160.0
121,148.0
121,185.0
121,153.0
122,146.0
123,147.0
123,169.0
123,172.0
123,155.0
123,151.0
123,152.0
122,156.0
122,167.0
121,141.0
121,198.0
121,152.0
121,177.0
121,160.0
122,199.0
122,168.0
122,153.0
123,138.0
123,178.0
123,161.0
124,159.0
124,162.0
124,174.0
124,187.0
124,189.0
124,177.0
124,177.0
124,190.0
123,159.0
124,160.0
123,169.0
124,174.0
124,179.0
124,173.0
125,175.0
125,180.0
125,182.0
125,200.0
126,171.0
126,189.0
126,172.0
126,171.0
126,174.0
126,186.0
126,197.0
125,172.0
125,204.0
125,165.0
125,149.0
125,156.0
125,150.0
126,154.0
125,137.0
126,129.0
126,128.0
125,0.0
124,0.0
123,0.0
122,0.0
121,1.0
120,114.0
120,216.0
121,196.0
121,176.0
121,187.0
121,167.0
121,167.0
121,189.0
120,173.0
120,172.0
119,198.0
120,191.0
119,199.0
119,187.0
120,201.0
120,179.0
120,179.0
121,173.0
122,148.0
122,96.0
122,4.0
122,4.0
122,4.0
122,6.0
121,107.0
121,209.0
121,174.0
122,133.0
122,106.0
122,102.0
121,99.0
121,4.0
120,4.0
118,6.0
117,194.0
118,279.0
118,232.0
118,216.0
119,215.0
119,205.0
119,180.0
119,180.0
119,165.0
119,158.0
119,150.0
