heartrate,watts
96,99
95,93
94,79
92,102
88,0
87,0
86,0
86,0
86,0
87,0
87,0
89,51
90,0
90,72
93,113
93,103
93,124
93,128
94,129
94,133
94,133
94,133
94,134
94,131
94,135
95,138
96,130
97,133
97,139
98,138
98,138
99,134
100,129
101,131
102,130
102,129
104,128
104,129
105,129
105,131
105,128
106,125
106,126
106,125
106,126
106,127
106,130
106,130
106,134
106,145
107,139
108,137
108,136
109,137
110,136
111,138
111,139
111,140
111,135
111,137
112,135
113,135
113,132
114,131
115,133
115,132
116,137
116,136
116,131
116,133
116,135
116,135
116,134
116,136
116,138
117,136
117,136
118,135
117,133
117,132
116,132
115,131
114,132
114,135
114,135
115,135
115,136
115,135
115,135
116,134
116,135
114,134
113,133
112,132
112,135
111,135
111,135
111,136
111,134
112,135
113,133
113,135
113,134
113,137
113,135
114,134
113,136
113,137
114,134
113,135
114,135
114,137
114,135
114,136
114,130
114,136
113,138
113,137
114,137
114,135
113,134
112,137
112,135
112,135
112,134
112,133
111,133
111,135
110,133
110,131
111,135
111,136
111,137
110,134
110,134
110,135
110,135
111,139
112,139
113,139
113,139
114,136
114,137
113,134
112,134
111,134
110,134
110,138
110,132
111,135
111,135
111,134
111,137
111,141
111,137
110,135
111,139
111,139
111,143
112,144
113,142
113,140
113,140
114,141
114,141
115,142
115,143
115,142
115,142
115,142
115,143
115,142
115,143
115,142
115,142
115,142
115,142
115,143
115,144
115,142
114,142
114,142
114,142
115,144
115,144
116,144
116,145
117,148
117,152
117,153
117,156
117,156
116,156
115,155
116,155
115,154
116,155
116,155
116,158
116,159
116,154
116,156
116,155
116,154
116,154
117,154
117,153
117,153
117,153
118,154
118,155
117,155
117,151
115,154
115,153
114,152
114,152
114,152
114,151
114,152
114,151
115,151
114,152
114,152
113,152
112,152
111,152
112,151
112,152
112,150
112,151
112,151
113,151
113,151
115,147
115,148
116,147
116,140
115,146
115,147
114,145
114,144
114,147
113,145
114,145
114,146
113,144
113,146
113,146
113,145
113,147
113,147
114,145
114,147
114,144
114,144
114,146
115,146
115,145
116,146
116,142
115,144
115,142
114,144
114,143
114,142
115,144
115,144
115,143
115,142
116,142
116,142
116,144
115,144
115,144
115,144
116,142
117,143
118,144
119,144
119,145
119,142
119,143
119,143
121,142
121,143
121,142
121,143
121,143
120,147
119,146
119,145
119,145
119,144
118,146
118,146
119,148
118,146
118,147
118,147
119,143
119,147
119,147
119,147
119,148
120,149
120,147
120,143
120,145
120,144
120,147
120,146
120,144
120,146
120,146
120,143
120,146
119,143
120,145
120,144
120,146
120,144
120,144
119,146
119,146
119,146
119,147
119,152
119,149
119,150
119,151
119,149
120,150
120,147
119,148
120,147
120,146
120,152
120,154
119,153
119,157
117,157
117,159
117,160
116,135
116,156
117,157
117,157
117,158
117,158
117,158
118,158
118,157
118,157
119,158
118,156
118,157
117,158
118,158
118,158
118,158
117,159
117,158
117,158
117,158
118,158
118,157
118,158
118,159
118,159
118,159
117,161
117,161
117,160
117,163
117,162
118,172
118,173
119,171
119,174
119,171
120,173
119,173
119,173
119,174
118,174
119,182
119,173
119,173
119,171
120,165
120,172
121,166
121,166
120,166
120,162
120,166
120,163
119,161
118,162
118,164
119,168
119,162
119,163
120,162
120,161
120,162
119,164
120,164
120,165
120,170
119,174
119,169
119,167
119,167
119,170
119,173
120,175
120,166
120,163
121,176
121,179
121,179
121,166
121,159
121,161
122,162
122,164
122,163
124,162
125,164
125,160
125,162
125,164
125,168
126,168
125,164
125,163
124,161
124,162
122,162
122,164
121,163
121,161
122,162
122,161
122,167
122,163
122,162
121,158
121,163
121,167
121,168
120,165
120,160
120,164
119,169
119,167
119,165
118,163
118,163
118,166
118,167
118,162
118,165
118,165
118,167
118,171
119,161
119,167
119,166
120,172
120,169
120,164
120,165
120,165
120,163
120,168
120,163
120,164
120,163
120,164
120,166
120,162
120,162
120,163
121,166
121,168
121,166
122,168
122,174
122,171
122,172
122,165
121,165
121,165
121,171
121,168
121,165
121,165
120,164
119,169
119,169
118,168
118,168
118,176
118,173
119,170
119,165
120,165
120,166
122,172
123,175
123,170
124,169
124,174
124,174
124,175
124,169
124,169
124,168
123,174
124,174
124,168
124,166
124,166
124,166
124,167
124,167
124,166
124,166
123,172
123,172
122,166
122,165
121,167
120,174
120,176
